Name,Time,Salon Name,CID,Phone,Owner,Note,Status,Date
Tuấn Võ,11:00:47.864000,HONEYBEE NAIL & SPA	,06243,FB Bambi Nguyen,Ms,"KH muốn gửi promotion cho cust từ 02/01/2024- hiện tại:

Honeybee Nail Spa — Non-Toxic Nail Spa.
Cyber Monday Special!
Get 10% OFF any service 
Exp:12/10/25
Use code: CYBER
Call 915-300-0381
->KH confirmed -> nhờ 2 chị hỗ trợ send out ạ",Done,2024-12-01
Chiến Phạm,11:02:31.547000,GALAXY NAILS,WI_11392,6826226068,Ms,HD connect lại Lan Cable của A35,Done,2024-12-01
Phượng Hồ,11:03:24.411000,LA BELLE SUMMERHILL,09983,FB KIM NGUYEN,Ms Kim,"#2595-027-859 $142.75 MC 8475, reefno 3 => KH cf đã charge qua refno4 rồi nên nhờ chị L VOID refno 3 giúp",Done,2024-12-01
Hương Giang,11:03:41.700000,Southside Nails,11511,2157134217,Mr,HD payment card trên A800 ,Done,2024-12-01
Phượng Hồ,11:03:28.943000,NAILTIQUE,11544,7144630866,Mr Danny,HD tắt wifi máy E800,Done,2024-12-01
Phương Anh,11:05:41.938000,DIVINE NAILS & SPA,06724,9372386135,Ms. Dung,"11/29 tiệm nhờ check ticket 2501-003-618 ($74.35, MC 8719) đã adjust tip được cho khách chưa? Báo đã adjust rồi, nhờ tiệm báo khách đợi 2-3 ngày tiền nó sẽ back lại",Done,2024-12-01
Anh Thư,11:06:40.665000,ANN'S NAILS & BEAUTY,11819,(210)519-8095,Mr,"He thấy miss call hôm qua nên call back, đã nhờ he call FT để update A920 nhưng he báo bận hẹn call lại sau",Done,2024-12-01
Tuấn Võ,11:12:21.800000,SASSY HAIR & DAY SPA	,06457,804-696-9999,Ms,"Owner muốn gửi Customers với nội dung:

Sassy Hair & Day Spa
FLASH SALE!
20% OFF for Haircut Service
EXP: 12/07/2025
804-349-0124
10238 Staples Mill Rd, Glen Allen, VA 23060

KH confirmed nhờ gửi ra cho cust từ 1/1/25-12/01/2025 -> nhờ 2 chị hỗ trợ ạ",Done,2024-12-01
Sanh Lưu,11:07:43.327000,GROUP BAODOAN,,,Ms Hằng,AE xin link appt tiệm IMAGE NAILS	MO_11813,Done,2024-12-01
Chiến Phạm,11:08:35.866000,NOIRE NAIL BAR,09233,4043848678,Ms,"LLDcheckin bị frozen, HD clear app turn on lại đã work",Done,2024-12-01
Tuyết Anh,11:09:04.160000,CRYSTAL NAILS,09062,2817160663,Ms,"Tiệm muốn refill $200 - 11.000 sms
Số thẻ: 4256-****-****-6555
Exp: 06/29
=> Nhờ 2 chị chuyển billing giúp tiệm ạ. ",Support,2024-12-01
Sanh Lưu,11:09:09.164000,ANGEL NAILS & SPA OF JACKSON,11768,5407465124 (Mr Thắng) / 4433658962 / 7329016767,Mr Thắng,"Gọi update (A35 S/N: 2290544057, ISO báo dùng TSYS Sierra app) bị issue ""CREDIT SALE INV TRAN TYPE
=> Em gọi 3 số đều không nghe máy, text imess cho Mr Thắng thì he bảo là tiệm nay đóng cửa nhờ mai gọi lại ạ ",Done,2024-12-01
Hương Giang,11:09:34.714000,Agent Spoton,,4088895662,Mr. Long,"""Legacy Nails & Spa        ""        11757, báo AE case đã có anh Tuấn đang hỗ trợ",Done,2024-12-01
Anh Thư,11:13:03.840000,CRYSTAL NAIL BAR,11477,9808003982,Mr,"Gửi nd sms qua FT 980-722-1891

CRYSTAL NAIL BAR
Happy Holidays!
10% OFF all service $40+
#Valid til Dec 31st 2025
4819 Shopton Rd W #C, Charlotte
Call : 980-237-6432
-> đợi refill ",Done,2024-12-01
Phương Anh,11:19:36.846000,NAIL PALACE & SPA,07774,5074016264,Ms. Tina,"Tiệm báo charge tiền không được, HD tiệm reboot pinpad",Done,2024-12-01
Chiến Phạm,11:16:41.676000,ESCAPE NAIL & LASH STUDIO,05306,8328007129,Ms Trinh,HD in lương,Done,2024-12-01
Tuyết Anh,11:17:17.703000,BEBE NAILS BAR,11786,469-513-2181,Ms,"Tiệm này chủ và thợ lớn tuổi, mấy em giúp anh hướng dẩn tiệm xài mày lại với nha 
=> She báo do she không rành công nghệ nên không muốn sử dụng máy. She báo she vừa báo lại Ms Lucy báo cancel máy xong r. ",Done,2024-12-01
Hương Giang,11:24:34.257000,DIAMOND NAILS,11420,7709140708 / FT 714-425-2779,Ms.Trinh,#2503-005-204 serv $35 tip $9.01 do thẻ ko đủ tiền nên khi add ticket lên chỉ có $8.75 tip > KH nhờ HD refund $8.75 cho cust,Done,2024-12-01
Sanh Lưu,11:24:36.369000,DELUXE NAILS ATX,09600,5125071116,Ms Eng,"She nhờ thêm payout mới cho Jas bắt đầu hôm nay là 6/4 6/4, Tạo thợ Kristy 6/4 6/4 làm từ thứ 4 tới chủ nhật không nhận appt online",Done,2024-12-01
Phượng Hồ,11:24:01.468000,JOJO NAIL LOUNGE,11804,806-993-0164/ 7348465187,THAI THU DIEP,"TRAINING
TMD Spoton
PC- A800- DP 2%, set up 3%
***Tiệm đang sử dụng acct MAC USA 06068
> gọi tiệm này test trans rồi confirm khi nào tiệm ready để bên mình swap dữ liệu
> gọi tiệm hangup ngang, gọi số cell không ai bắt phone. Đã text imess cho Mr Thái",Done,2024-12-01
Anh Thư,11:26:01.355000,Nailvana Lash & Spa,05373,(937)572-9992 ,Mr,"Tiệm muốn RF $42 #551 ngày 11/26, he báo xíu nữa khách đến tiệm sẽ gọi lại bên mình HD RF",Done,2024-12-01
Chiến Phạm,11:28:58.490000,DIVA NAILS,07567,7754094237,Ms,Gửi lại code thợ ANDREWL,Done,2024-12-01
Phương Anh,11:30:59.960000,XU NAILS & LASHES,07561,9096888468,Ms.,"Tiệm báo printer không work, đã install lại driver cho tiệm",Done,2024-12-01
Tuyết Anh,11:31:01.197000,PRO NAILS & SPA,07879,3014905803,Ms,She hỏi về refill sms free. Nhờ she call lại AE để support thêm. ,Done,2024-12-01
Liên Chi,11:32:32.824000,PARIS NAIL LOUNGE,NV_06565,7028246925,Ms,"Máy không hiện tech, set lại date and time, set time. -> worked ",Done,2024-12-01
Sanh Lưu,11:33:31.201000,CITY NAILS & SPA SALON,07758,7705549111/6786548232,Ms,"#2501-039-075 ngày 11/25/2025 miss $10 tip
=> Đã C.c số thẻ done cho Sue",Done,2024-12-01
Chiến Phạm,11:34:26.026000,RED NAILS SALON  ,11452,6786223782,Ms,"#2501-003-610 Thiếu $14.85 tip của TINA
=> C.c số thẻ báo decline, nhờ She note lại số thẻ thử lại sau",Done,2024-12-01
Đạt Trương,11:34:58.403000,CITY NAILS & SPA,10629,6786968257,Ms,"#2502-012-964 ngày 11/28 lấy thêm $2 tip cho thợ CO
=> Tiệm đã biết thao tác, em c.c số thẻ she note charge sau ạ. EM done tiệm",Done,2024-12-01
Phượng Hồ,11:34:58.403000,LA BELLE SUMMERHILL,09983,FB KIM NGUYEN,Ms Kim,"#2505-027-805 $144 VS 4076 đang bị trùng ticket ngày 11/30 nhờ các chị chuyển kĩ sư fix add thợ giúp
CICI $53 (-$3), KATHY $67 (-$3) - $24 TIP CHIA %",Done,2024-12-01
Anh Thư,11:40:07.097000,UNIQUE NAILS,06681,(770)821-9999,Mr,"KH nhờ gửi acct login info qua mail tranfab@bellsouth.net    
-> Nhờ 2 chị gửi giúp khách ạ    ",Done,2024-12-01
Tuyết Anh,11:40:08.890000,VIP NAILS & SPA,07779,2013146313,Ms,"She nhờ HD check lại report, print lương thợ. ",Done,2024-12-01
Tiến Dương,11:40:28.311000,LUXURY NAIL & SPA,10209,6786170544,Mr. Tai Le,cung cấp MSR ID GC 1000-0139-2,Done,2024-12-01
Chiến Phạm,11:41:44.987000,LUSH NAIL BAR,06961,3024657099,Mr. Joseph,Gửi code thợ RAY,Done,2024-12-01
Loan Nguyễn,11:44:16.341000,DIAMOND NAILZ & SPA,11309,7144878091,Ms,"Kh nhờ check ticket $60.94. Check mất RefNo 27. Kh nhờ add cho James $55, discount $5 => Đã request Spoton batch details
>> done đã add 2593-009-449 ngày 11/29/25",Done,2024-12-01
Liên Chi,11:48:21.312000,NAILTIQUE,11544,7144630866,Ms,Call lên hang up - call lại voice mail,Done,2024-12-01
Anh Thư,11:49:22.960000,NAILTIQUE,11544,7144630866,Mr Danny,"HD edit service trong ticket, HD in lương thợ",Done,2024-12-01
Sanh Lưu,11:53:12.417000,MS NAILS,10577,9044012430,Ms,"He nhờ check xem có trans nào $90 mấy đồng không, check chưa thấy nhưng bên bank khách đang spending, đã nhờ khách cho charge lại lần nữa nếu 2 3 ngày sau double thì mình sẽ RF lại nhưng khách không chịu, đã nhờ he gọi TMS để double check cho nhanh",Done,2024-12-01
Phượng Hồ,11:53:26.930000,QUEEN NAILS,09429,8474146367,Mr Hiếu,"#2501-016-820 $241.75 MC 2984 đang bị lỗi hiển thị không show thông tin details. KH nhờ add lại cho thợ giúp 
TIM $85 serv, $10 tip
JOEY $65 Serv
SIERRA $75 serv 
> Nhờ chị D chuyển kĩ sư giúp
> đã fix và báo KH check ",Done,2024-12-01
Tiến Dương,11:56:44.165000,	ZENITH NAIL LOUNGE,11787,9196002769,Ms Kelly,"Set reward point: 300 point = $5 discount, $1 = point on spending (card, cash, other, GC) 
HD bán GC và áp dụng GC ",Done,2024-12-01
Hương Giang,11:56:47.185000,TIFFANY HAIR & NAILS,07876,7145917540,Ms Nhi Trịnh,"KH báo ngày 11/27 charge 1 ticket $101 nhưng tiền về bank hôm sau chỉ có $80.73, acct tmdspoton nhờ anh Sang check giúp KH ",Support,2024-12-01
Liên Chi,11:57:29.739000,BELLA LOUNGE & SPA	,NJ_10913,2014287428,Ms,She thắc mắc tiền về bank không khớp -> cung cấp số TMS ,Done,2024-12-01
Tuyết Anh,11:57:43.603000,NAIL HUT & SPA 2,10175,3465008358,Mr,"He báo muốn lấy Stament của tháng 07/2024. Tiệm account TMDSPOTON, nhờ anh Sang support giúp tiệm ạ. 
=> Đã báo he take time, nhờ anh Sang support tiệm ạ. ",Support,2024-12-01
Tuấn Võ,11:59:00.928000,IRIS NAIL BAR	,11325,214-934-6885,Ms Phụng,"KH nhờ check RefNo1 1 Trans $41 ngày 12/01 -> check thấy có 1 trans $41 chưa đẩy lên, khách nhờ add lại chi cho Nina",Done,2024-12-01
Chiến Phạm,11:59:25.067000,LOTUS SPA & NAIL	,11713,6107816236,Ms,HD bán GC,Done,2024-12-01
Phượng Hồ,12:00:01.224000,LUMINOUS NAILS SPA,09559,4798993168,Mr. Thạch,"10% OFF all servs
Exp now til 12/15/2025
*Show text
> nhờ các chị soạn lại giúp",Done,2024-12-01
Đạt Trương,12:02:31.980000,GOLDEN LOTUS NAILS & SPA,07149,2817873661,Ms,HD she xóa app tải lại trên tablet,Done,2024-12-01
Phượng Hồ,12:05:23.216000,PALM SPRINGS NAILS & SPA,11790,7148371156,Ms,"- Q20 (S/N: 1140115974)
- A920 (S/N: 1850868653)
>> goi update AC time at 2000 (Local Time)
> FT 714-728-3159 Kathy 
> updated, charge 2 trans và batch nhờ chị L check SPOTON giúp ",Done,2024-12-01
Phượng Hồ,12:07:34.119000,LUMINOUS NAILS SPA,09559,4798993168,Mr. Thạch,"LUMINOUS NAILS SPA
Holiday Specials!
10% OFF all services
NOW til 12/15/25
*Show text
@ 3316 SW I St #8, Bentonville
Call 479-464-8989
> đợi KH cf. KH OK nhờ các chị send all cust giúp",Done,2024-12-01
Đạt Trương,12:08:27.658000,NAIL SHADOW CUMMING,11656,419-271-0323,Mr,"- Tip Prompt Percentages Displayed 20%, 30%, 40%, and Others.
- A30 with the serial number 1710032635

>> goi update dum c
=> Gọi khách không nghe máy, đã text imess",No answer,2024-12-01
Tuyết Anh,12:08:59.285000,PEARL NAILS,10504,6825546089,Mr,"PEARL NAILS
15% OFF services
10% OFF any gift card purchase
Show flyer
Valid 12/1-12/31
@1001 SW Wilshire Blvd Burleson
8172954029

====
=> Tiệm nhờ gửi ra cho khách từ ngày 06/01/2025 tới 11/30/2025 và gửi ra vào 12/01/2025

confirm lại trước khi gửi dum c
=> Dạ phone he không có imess, he nhờ sent ra 1 sms cho số phone của he trước ạ : 6825546089
Dạ he ok nội dung ạ. Nhờ chị @⁨Loan Nguyen⁩ sent ra các cust Tiệm nhờ gửi ra cho khách từ ngày 06/01/2025 tới 11/30/2025 giúp tiệm ạ. (sent 1182)",Done,2024-12-01
Chiến Phạm,12:09:55.819000,SWEET MOMENT NAILS & LASHES,08076,2103508286,Mr,"Gọi lên hangup, gọi lại không có tín hiệu",No answer,2024-12-01
Phương Anh,12:10:35.363000,N.5 NAIL BAR,08499,8083926691,Ms. Tina Dinh,"Tiệm nhờ set waiver CD khi bán product và GC, đã nhờ chị Dung set và hướng dẫn tiệm",Done,2024-12-01
Phương Anh,12:17:53.549000,SKY NAILS LOUNGE	,10951,6822306789,Ms,"Tiệm báo không mở được app, đã install lại app cho tiệm",Done,2024-12-01
Tuyết Anh,12:11:56.624000,SWEET MOMENT NAILS & LASHES,08076,2103508286,Mr,"He nhờ HD refund lại #061 ngày 11/30. He báo đợi he lấy số thẻ cust xong he call lại FT
=> He call lại báo cust tới tiệm. HD refund lại #061. Done",Done,2024-12-01
Chiến Phạm,12:13:48.650000,NAIL BUZZ 3,10692,7723072951,Mr,"E800 đi cable, máy không work, HD tắt ethernet, tunr on lại WF máy đã work",Done,2024-12-01
Anh Thư,12:14:21.536000,POSH NAIL BAR,11246,4327412079,Ms,unhide số phone khách ở appt ,Done,2024-12-01
Sanh Lưu,12:13:34.984000,"DIVINE NAILS BAR, LLC",09303,7169121309,Daniel Phong Le,"A35 tiệm không có signal, check thấy A35 vừa wifi vừa cable, đã nhờ tắt wifi đã connect lại và payment bình thường",Done,2024-12-01
Đạt Trương,12:15:30.048000,NAIL TEK,06673,9194629088,Ms,HD she chỉnh lại date and time e800,Done,2024-12-01
Hương Giang,12:15:30.048000,MOSAIC NAIL SPA,09583,7036068818,Ms. Nguyệt,"KH nhờ setup PC & Q30 mới máy cũ S300 KH báo ko dùng nữa nên đã HD batch
-Q30 S/N: 10300175937
 báo KH dùng máy",Done,2024-12-01
Tiến Dương,12:17:22.570000,HAPPY FOOT SPA & NAILS,07559,7754329972,Ms ENG,"Khách nhờ chedck GC MSR ID: 9003-3647-5411-7588 total $14, check ko ghi nhận. Khách ko có receipt và ko nhớ ngày làm. => Tiệm nói sẽ tự handle ",Done,2024-12-01
Tiến Dương,12:18:59.908000,SKY NAILS LOUNGE,10951,6822306789,Ms,She nói đã dc hỗ trợ ,Done,2024-12-01
Hương Giang,12:19:39.980000,#1 POLISHED NAILS & SPA,08861,8172255395,Ms,KH nhờ chuyển #4966 qua GC-MSR 043,Done,2024-12-01
Sanh Lưu,12:19:47.356000,POSH NAIL BAR,11246,4327412079,Ms,HD check ticket ,Done,2024-12-01
Liên Chi,12:20:51.472000,ESCAPE NAIL & LASH STUDIO ,05306 ,8328007129,Ms Trinh,"
4223699126026476
ESCAPE NAIL & LASH STUDIO 05306 8328007129 Ms Trinh 
Ngày 11/26 GC25000240 Total $215 (VS-9714, trans id: 12, Appcdoe: 083191) lấy thêm $35
và charge thêm $100
----
ESCAPE NAIL & LASH STUDIO    05306    8328007129     Ms Trinh 

Tiệm confirm lấy thêm $100 - refill GC có MIS ID: 345 -> Done 
GC25000240 lấy thêm $35 -> thẻ decline. Em cung cấp số thẻ và exp nhờ khách cuối ngày thử lại. 
-> Dạ em done tiệm ạ.",Done,2024-12-01
Phương Anh,12:22:11.160000,2Q NAIL AND SPA,11618,6167069521,Mr,HD tiệm check lại lương thợ,Done,2024-12-01
Chiến Phạm,12:24:25.098000,VICKY'S NAILS & SPA	,CA_11772,FB: Vivian Doan,Ms,"HD add tech, ",Done,2024-12-01
Sanh Lưu,12:24:20.416000,TEXY NAILS,06421,8306608570,Ms Thảo,"She bảo printer không work, check thấy hình như máy bị mất power hoặc internet, xong nhờ she chỉnh lại power và đã work bình thường ",Done,2024-12-01
Anh Thư,12:24:54.559000,LEPOSH NAIL SPA,09459,6789827167,Mr Hải,"Active lại thợ michell, gửi vericode cho thợ 778093",Done,2024-12-01
Đạt Trương,12:24:54.559000,K J NAILS AND SPA SALON,GA_11388,4045549000,Ms,"She nói máy không tab thẻ được. Gọi facetime qua thì bình thường, nhờ she fl thêm giúp nếu vẫn không được thì gọi lại giúp",Done,2024-12-01
Hương Giang,12:26:34.231000,NAILS LOUNGE ,09784,9802997008 / FT 980-401-5558,Ms,HD thao tác bán & payment GC,Done,2024-12-01
Đạt Trương,12:27:22.516000,NAIL SHADOW CUMMING,11656,7073181146,Ms,"- Tip Prompt Percentages Displayed 20%, 30%, 40%, and Others.
- A30 with the serial number 1710032635
=> HD update máy, test $1 đã show đúng tip % ạ",Done,2024-12-01
Tuấn Võ,12:34:56.754000,Agent Spoton,,4088895662,Mr Long,"Agent hỏi về case ""Legacy Nails & Spa        ""        11757        4045366743        Mr Andy 
-> báo AE đã giải thích cho tiệm okay",Done,2024-12-01
Phương Anh,12:33:34.274000,PRESTIGE NAILS,08115,2013031354,Mr,"Tiệm muốn refill $200 - 11.000SMS, nhờ 2 chị hỗ trợ giúp em
Thông tin thẻ: 4741-****-****-7904
EXP: 02/29",Support,2024-12-01
Anh Thư,12:34:24.487000,FLAMINGO NAILS AND SPA,05422,(801)448-4763,Ms,"FlamingoNailUtah Christmas Flash Sale 
20% OFF all service of spending $40 & up
*No other promo combine 
Exp 12/14/25
#8014484763
-> Khách confirmed, khách muốn send out cho all cust (total 9585). Nhờ 2 chị send out giúp tiệm ạ",Support,2024-12-01
Liên Chi,12:34:42.824000,ATHENS NAILS BP,11141,6788631797,Ms,"Turn off DOB 
Unclock appt thợ Jenny từ 12/03-12/09",Done,2024-12-01
Chiến Phạm,12:39:18.059000,Mon Amie Spa and Vegan Cafe,,(918) 584-8176 / (918) 998-5511,Ms. Hannah ,"""DEMO
TMD
=> She báo 15mins nữa gọi lại, She đang chạy xe đến tiệm. Em đã text imess nhờ She tới tiệm gọi lại
====>Hôm nay tiệm đông nên She bận không demo được, She hẹn lại 10:00 AM CT ngày mai 12/2, nhờ Chị Loan note lại lịch giúp tiệm",Support,2024-12-01
Phượng Hồ,12:40:06.829000,BOTHELL NAILS,07909,4255957342,Ms. Thủy,"fix date&time trên E800
HD log-in A920",Done,2024-12-01
Anh Thư,12:46:04.623000,SUNSHINE NAILS,07210,8087074512,Ms,Gửi thông tin login acc qua cho số phone owner 8087074512,Done,2024-12-01
Hương Giang,12:46:41.173000,STYLED BY KELLY HAIR SALON,11711,9362451868,,KH nhờ edit duration serv classic facial 55mins,Done,2024-12-01
Tuấn Võ,12:49:51.180000,BRILLIANT NAIL BAR	,07543,5136027247,Ms,"BRILLIANT NAIL BAR OF PRESTON / Client ID: 07543 / 513-602-7247
Tiệm kêu bữa thứ 7 team có gọi chỉ she note lại những thông tin cần thiết, nhưng nay check lại đã mất hết phần note rồi, team check lại giúp em nhé, thanks team
HD khách sử dùng salon side note",Done,2024-12-01
Sanh Lưu,12:51:37.289000,INFINITY NAIL BAR,07357,8503328826,Mr,"Tiệm nhận bộ PC mới thay cho E800
=> He đang bệnh nằm ở nhà không có ra tiệm, nên nào hết bệnh he ra tiệm sẽ gọi lại setup sau ạ",Done,2024-12-01
Anh Thư,12:53:11.390000,NAILS ART,06761,	2292735650,Ms,"Adjust $45 tip, chuyển $45 thành serv cho Lisa #522 ngày 12/1",Done,2024-12-01
Phương Anh,12:56:15.239000,NAIL COLORS,09945,2392904189,Ms,Tiệm nhờ enable tech app cho Q,Done,2024-12-01
Tuyết Anh,12:55:33.065000,MAGNOLIA NAIL & HAIR,07844,7147254795,Ms,She nhờ HD xem lại report ngày 11/26.,Done,2024-12-01
Sanh Lưu,12:58:56.172000,Veneto Nails Bar #2,11812,2107077528,Mr Khôi,"Q30 with the serial number 1030175923.
>> báo tiệm oke xài máy dùm c
=> báo tiệm xài máy ok, he hỏi menu và thợ có thể đổi chỗ cho nhau không, đã có giải thích là không đổi chỗ nhau được",Done,2024-12-01
Sanh Lưu,13:01:59.002000,LUXURY NAIL BAR,11716,8172663346,Ms,HD in lương thợ ở process,Done,2024-12-01
Hương Giang,13:02:57.824000,NOA NAILS SPA,08834,7048917558,7048917558,HD in lại day-end ,Done,2024-12-01
Phượng Hồ,13:04:30.011000,BOTHELL NAILS,07909,4255957342,Ms. Thủy,"KH có A920 từ 2022 trên máy thấy hiện SPOTON Salon nhưng giao diện cũ, log-in app báo no internet nhờ các chị chuyển SPOTON remove app cũ push app SPOTON Salon mới giúp tiệm 
> đã HD log-in app, charge $1 và batch nhờ chị D⁩ check trans giúp
> text imess báo KH xài máy",Done,2024-12-01
Anh Thư,13:04:42.415000,IVY NAILS,10849	,4124272909,Ms,"HD login lại vào main app, pinpad ko work -> get ip work",Done,2024-12-01
Sanh Lưu,13:09:34.013000,WAVE NAIL,07493,6126666888,Mr Trí,"Pinpad không connect, đã nhờ tắt mở lại connect lại",Done,2024-12-01
Anh Thư,13:11:44.519000,LD NAILS & SPA,11764,(404)993-0353,Mr,"Báo tiệm merchant sẽ đổi PC khác cho tiệm thời gian này tạm dùng A800, HD in lương thợ",Done,2024-12-01
Tiến Dương,13:11:55.217000,CITY NAIL & SPA,08773,3858817607,Ms.,"Add cho Linda ăn chia 6/4, CK: 70%. Ngày bắt đầu 12/01/2025 và gửi verify code",Done,2024-12-01
Tuấn Võ,13:18:15.929000,SOLAR NAILS & SPA	,11059,2544344650,Ms.,"KH cần refund $214.03 ticket 2502-009-011 (MC 5710, $291.75) ngày 11/29
-> khách đang bận làm khách",Done,2024-12-01
